2025-03-04 23:15:40 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : TM_6014 : Initializing session [s_m_Banking_10] at [Tue Mar 04 23:15:40 2025].
	 Output Rows [1000], Affected Rows [1000], Applied Rows [1000], Rejected Rows [0]
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : TM_6253 : Target Load Summary.
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [Banking_10] (Instance Name: [Banking_10])
	 Output Rows [1110], Affected Rows [1110], Applied Rows [1110], Rejected Rows [0]
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [Banking_10] (Instance Name: [Banking_101])
	 Output Rows [1110], Affected Rows [1110], Applied Rows [1110], Rejected Rows [0]
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [Banking_10] (Instance Name: [Banking_102])
	 Output Rows [1110], Affected Rows [1110], Applied Rows [1110], Rejected Rows [0]
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [Banking_10] (Instance Name: [Banking_103])
	 Output Rows [1110], Affected Rows [1110], Applied Rows [1110], Rejected Rows [0]
2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : TM_6023 : 
===================================================

2025-03-04 23:15:41 : INFO : (12016 | DIRECTOR) : (IS | IS) : node01 : TM_6020 : Session [s_m_Banking_10] completed at [Tue Mar 04 23:15:41 2025].
